offset,IA,IB,IC,D1,D2
49375.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
49687.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
50000.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
50312.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
50625.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
50937.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
51250.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
51562.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
51875.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
52187.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
52500.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
52812.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
53125.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
53437.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
53750.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
54062.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
54375.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
54687.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
55000.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
55312.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
55625.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
55937.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
56250.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
56562.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
56875.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
57187.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
57500.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
57812.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
58125.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
58437.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
58750.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
59062.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
59375.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
59687.5,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
60000.0,149.99999999999997,-100.00084580210826,-149.99745885230158,1,0
60000.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
60312.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
60625.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
60937.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
61250.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
61562.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
61875.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
62187.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
62500.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
62812.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
63125.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
63437.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
63750.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
64062.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
64375.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
64687.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
65000.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
65312.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
65625.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
65937.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
66250.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
66562.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
66875.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
67187.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
67500.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
67812.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
68125.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
68437.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
68750.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
69062.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
69375.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
69687.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
70000.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
70312.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
70625.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
70937.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
71250.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
71562.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
71875.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
72187.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
72500.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
72812.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
73125.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
73437.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
73750.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
74062.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
74375.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
74687.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
75000.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
75312.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
75625.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
75937.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
76250.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
76562.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
76875.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
77187.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
77500.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
77812.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
78125.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
78437.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
78750.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
79062.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
79375.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
79687.5,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
80000.0,119.99999999999997,-100.00084455857052,-149.9974607176235,1,1
80000.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
80312.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
80625.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
80937.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
81250.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
81562.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
81875.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
82187.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
82500.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
82812.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
83125.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
83437.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
83750.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
84062.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
84375.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
84687.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
85000.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
85312.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
85625.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
85937.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
86250.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
86562.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
86875.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
87187.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
87500.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
87812.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
88125.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
88437.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
88750.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
89062.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
89375.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
89687.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
90000.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
90312.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
90625.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
90937.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
91250.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
91562.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
91875.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
92187.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
92500.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
92812.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
93125.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
93437.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
93750.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
94062.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
94375.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
94687.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
95000.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
95312.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
95625.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
95937.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
96250.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
96562.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
96875.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
97187.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
97500.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
97812.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
98125.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
98437.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
98750.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
99062.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
99375.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
99687.5,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
100000.0,124.99999999999994,-100.00084331503369,-149.9974625829445,1,1
100000.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
100312.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
100625.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
100937.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
101250.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
101562.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
101875.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
102187.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
102500.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
102812.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
103125.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
103437.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
103750.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
104062.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
104375.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
104687.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
105000.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
105312.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
105625.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
105937.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
106250.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
106562.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
106875.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
107187.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
107500.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
107812.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
108125.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
108437.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
108750.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
109062.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
109375.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
109687.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
110000.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
110312.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
110625.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
110937.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
111250.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
111562.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
111875.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
112187.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
112500.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
112812.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
113125.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
113437.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
113750.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
114062.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
114375.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
114687.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
115000.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
115312.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
115625.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
115937.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
116250.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
116562.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
116875.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
117187.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
117500.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
117812.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
118125.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
118437.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
118750.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
119062.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
119375.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
119687.5,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
120000.0,119.99999999999991,-100.00084207149563,-149.99746444826735,1,1
120000.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
120312.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
120625.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
120937.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
121250.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
121562.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
121875.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
122187.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
122500.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
122812.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
123125.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
123437.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
123750.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
124062.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
124375.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
124687.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
125000.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
125312.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
125625.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
125937.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
126250.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
126562.5,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
126875.0,104.9999999999999,-100.0008408279582,-149.99746631358926,1,1
